"","x"
"1873",0.04
"1874",0.042
"1875",0.044
"1876",0.046
"1877",0.043
"1878",0.045
"1879",0.033
"1880",0.04
"1881",0.042
"1882",0.035
"1883",0.036
"1884",0.036
"1885",0.04
"1886",0.042
"1887",0.037
"1888",0.045
"1889",0.038
"1890",0.038
"1891",0.034
"1892",0.034
"1893",0.041
"1894",0.043
"1895",0.039
"1896",0.038
"1897",0.045
"1898",0.042
"1899",0.043
"1900",0.045
"1901",0.032
"1902",0.044
"1903",0.029
"1904",0.043
"1905",0.036
"1906",0.036
"1907",0.038
"1908",0.041
"1909",0.041
"1910",0.042
"1911",0.045
"1912",0.044
"1913",0.043
"1914",0.046
"1915",0.041
"1916",0.049
"1917",0.042
"1918",0.048
"1919",0.035
"1920",0.037
"1921",0.037
"1922",0.036
"1923",0.027
"1924",0.037
"1925",0.033
"1926",0.036
"1927",0.033
"1928",0.033
"1929",0.043
"1930",0.038
"1931",0.045
"1932",0.034
"1933",0.034
"1934",0.035
"1935",0.038
"1936",0.049
"1937",0.045
"1938",0.045
"1939",0.039
"1940",0.044
"1941",0.044
"1942",0.043
"1943",0.038
"1944",0.039
"1945",0.037
"1946",0.04
"1947",0.04
"1948",0.04
"1949",0.042
"1950",0.041
"1951",0.042
"1952",0.045
"1953",0.044
"1954",0.049
"1955",0.042
"1956",0.046
"1957",0.038
"1958",0.041
"1959",0.042
"1960",0.042
"1961",0.045
"1962",0.036
"1963",0.036
"1964",0.042
"1965",0.038
"1966",0.04
"1967",0.046
"1968",0.043
"1969",0.04
"1970",0.041
"1971",0.045
"1972",0.045
"1973",0.042
"1974",0.039
"1975",0.044
"1976",0.048
"1977",0.05
"1978",0.053
"1979",0.049
"1980",0.051
"1981",0.042
"1982",0.047
"1983",0.046
"1984",0.047
"1985",0.044
"1986",0.039
"1987",0.046
"1988",0.047
"1989",0.049
"1990",0.049
"1991",0.049
"1992",0.05
"1993",0.05
"1994",0.051
"1995",0.049
"1996",0.048
"1997",0.048
"1998",0.047
"1999",0.047
"2000",0.05
"2001",0.035
"2002",0.048
"2003",0.049
"2004",0.043
"2005",0.046
"2006",0.046
"2007",0.044
"2008",0.046
"2009",0.052
"2010",0.05
"2011",0.051
"2012",0.049
"2013",0.049
"2014",0.041
"2015",0.04
"2016",0.04
"2017",0.037
"2018",0.043
"2019",0.037
"2020",0.032
"2021",0.043
"2022",0.041
"2023",0.029
"2024",0.027
"2025",0.027
"2026",0.029
"2027",0.031
"2028",0.037
"2029",0.032
"2030",0.035
"2031",0.035
"2032",0.039
"2033",0.039
"2034",0.044
"2035",0.034
"2036",0.038
"2037",0.036
"2038",0.042
"2039",0.042
"2040",0.03
"2041",0.038
"2042",0.036
"2043",0.039
"2044",0.033
"2045",0.03
"2046",0.033
"2047",0.033
"2048",0.039
"2049",0.038
"2050",0.041
"2051",0.03
"2052",0.039
"2053",0.043
"2054",0.041
"2055",0.053
"2056",0.047
"2057",0.044
"2058",0.034
"2059",0.036
"2060",0.035
"2061",0.037
"2062",0.033
"2063",0.03
"2064",0.04
"2065",0.043
"2066",0.043
"2067",0.054
"2068",0.035
"2069",0.04
"2070",0.046
"2071",0.052
"2072",0.052
"2073",0.057
"2074",0.034
"2075",0.036
"2076",0.035
"2077",0.043
"2078",0.049
"2079",0.033
"2080",0.042
"2081",0.043
"2082",0.034
"2083",0.036
"2084",0.033
"2085",0.042
"2086",0.04
"2087",0.05
"2088",0.047
"2089",0.045
"2090",0.034
"2091",0.052
"2092",0.053
"2093",0.055
"2094",0.058
"2095",0.052
"2096",0.055
"2097",0.05
"2098",0.053
"2099",0.056
"2100",0.055
"2101",0.052
"2102",0.046
"2103",0.053
"2104",0.055
"2105",0.056
"2106",0.055
"2107",0.054
"2108",0.057
"2109",0.053
"2110",0.055
"2111",0.055
"2112",0.059
"2113",0.053
"2114",0.055
"2115",0.054
"2116",0.054
"2117",0.054
"2118",0.045
"2119",0.055
"2120",0.057
"2121",0.055
"2122",0.054
"2123",0.053
"2124",0.051
"2125",0.053
"2126",0.049
"2127",0.056
"2128",0.051
"2129",0.058
"2130",0.054
"2131",0.055
"2132",0.053
"2133",0.055
"2134",0.053
"2135",0.054
"2136",0.055
"2137",0.056
"2138",0.051
"2139",0.057
"2140",0.053
"2141",0.052
"2142",0.052
"2143",0.05
"2144",0.053
"2145",0.054
"2146",0.057
"2147",0.053
"2148",0.054
"2149",0.052
"2150",0.057
"2151",0.054
"2152",0.059
"2153",0.052
"2154",0.053
"2155",0.058
"2156",0.053
"2157",0.051
"2158",0.052
"2159",0.054
"2160",0.056
"2161",0.055
"2162",0.057
"2163",0.052
"2164",0.058
"2165",0.053
"2166",0.047
"2167",0.052
"2168",0.052
"2169",0.056
"2170",0.057
"2171",0.055
"2172",0.051
"2173",0.05
"2174",0.054
"2175",0.057
"2176",0.045
"2177",0.059
"2178",0.047
"2179",0.059
"2180",0.056
"2181",0.049
"2182",0.049
"2183",0.05
"2184",0.048
"2185",0.054
"2186",0.064
"2187",0.056
"2188",0.057
"2189",0.054
"2190",0.059
"2191",0.058
"2192",0.066
"2193",0.047
"2194",0.045
"2195",0.054
"2196",0.045
"2197",0.058
"2198",0.046
"2199",0.055
"2200",0.056
"2201",0.059
"2202",0.047
"2203",0.053
"2204",0.051
"2205",0.039
"2206",0.043
"2207",0.041
"2208",0.055
"2209",0.059
"2210",0.059
"2211",0.06
"2212",0.058
"2213",0.057
"2214",0.057
"2215",0.061
"2216",0.057
"2217",0.052
"2218",0.055
"2219",0.051
"2220",0.059
"2221",0.055
"2222",0.062
"2223",0.063
"2224",0.065
"2225",0.055
"2226",0.059
"2227",0.062
"2228",0.055
"2229",0.056
"2230",0.052
"2231",0.06
"2232",0.055
"2233",0.056
"2234",0.059
"2235",0.057
"2236",0.055
"2237",0.047
"2238",0.06
"2239",0.06
"2240",0.049
"2241",0.052
"2242",0.057
"2243",0.056
"2244",0.063
"2245",0.053
"2246",0.054
"2247",0.054
"2248",0.054
"2249",0.058
"2250",0.056
"2251",0.042
"2252",0.053
"2253",0.04
"2254",0.04
"2255",0.047
"2256",0.05
"2257",0.054
"2258",0.049
"2259",0.05
"2260",0.049
"2261",0.052
"2262",0.053
"2263",0.049
"2264",0.046
"2265",0.057
"2266",0.041
"2267",0.052
"2268",0.046
"2269",0.055
"2270",0.044
"2271",0.041
"2272",0.057
"2273",0.046
"2274",0.048
"2275",0.052
"2276",0.046
"2277",0.052
"2278",0.042
"2279",0.049
"2280",0.048
"2281",0.06
"2282",0.051
"2283",0.044
"2284",0.05
"2285",0.047
"2286",0.044
"2287",0.048
"2288",0.054
"2289",0.05
"2290",0.045
"2291",0.051
"2292",0.038
"2293",0.049
"2294",0.044
"2295",0.043
"2296",0.049
"2297",0.048
"2298",0.044
"2299",0.032
"2300",0.052
"2301",0.053
"2302",0.052
"2303",0.044
"2304",0.042
"2305",0.051
"2306",0.048
"2307",0.047
"2308",0.045
"2309",0.049
"2310",0.036
"2311",0.043
"2312",0.044
"2313",0.054
"2314",0.04
"2315",0.042
"2316",0.062
"2317",0.064
"2318",0.041
"2319",0.052
"2320",0.043
"2321",0.039
"2322",0.046
"2323",0.048
"2324",0.043
"2325",0.045
"2326",0.055
"2327",0.039
"2328",0.05
"2329",0.048
"2330",0.045
"2331",0.046
"2332",0.045
"2333",0.051
"2334",0.039
"2335",0.039
"2336",0.046
"2337",0.042
"2338",0.037
"2339",0.041
"2340",0.043
"2341",0.043
"2342",0.047
"2343",0.049
"2344",0.04
"2345",0.046
"2346",0.047
"2347",0.053
"2348",0.05
"2349",0.055
"2350",0.044
"2351",0.043
"2352",0.038
"2353",0.046
"2354",0.049
"2355",0.031
"2356",0.049
"2357",0.051
"2358",0.042
"2359",0.04
"2360",0.041
"2361",0.037
"2362",0.043
"2363",0.042
"2364",0.051
"2365",0.047
"2366",0.056
"2367",0.044
"2368",0.05
"2369",0.049
"2370",0.049
"2371",0.051
"2372",0.049
"2373",0.051
"2374",0.057
"2375",0.048
"2376",0.055
"2377",0.053
"2378",0.048
"2379",0.054
"2380",0.046
"2381",0.05
"2382",0.051
"2383",0.05
"2384",0.049
"2385",0.052
"2386",0.05
"2387",0.051
"2388",0.048
"2389",0.051
"2390",0.052
"2391",0.051
"2392",0.051
"2393",0.051
"2394",0.053
"2395",0.051
"2396",0.05
"2397",0.053
"2398",0.048
"2399",0.055
"2400",0.047
"2401",0.055
"2402",0.048
"2403",0.05
"2404",0.052
"2405",0.051
"2406",0.051
"2407",0.052
"2408",0.05
"2409",0.046
"2410",0.047
"2411",0.048
"2412",0.045
"2413",0.049
"2414",0.044
"2415",0.046
"2416",0.044
"2417",0.045
"2418",0.044
"2419",0.042
"2420",0.045
"2421",0.046
"2422",0.047
"2423",0.048
"2424",0.046
"2425",0.047
"2426",0.049
"2427",0.047
"2428",0.053
"2429",0.044
"2430",0.043
"2431",0.045
"2432",0.044
"2433",0.048
"2434",0.041
"2435",0.045
"2436",0.045
"2437",0.043
"2438",0.046
"2439",0.044
"2440",0.046
"2441",0.043
"2442",0.05
"2443",0.047
"2444",0.047
"2445",0.047
"2446",0.049
"2447",0.054
"2448",0.05
"2449",0.052
"2450",0.053
"2451",0.053
"2452",0.05
"2453",0.052
"2454",0.054
"2455",0.053
"2456",0.048
"2457",0.053
"2458",0.054
"2459",0.055
"2460",0.048
"2461",0.051
"2462",0.055
"2463",0.044
"2464",0.052
"2465",0.046
"2466",0.055
"2467",0.053
"2468",0.05
"2469",0.053
"2470",0.054
"2471",0.048
"2472",0.051
"2473",0.05
"2474",0.049
"2475",0.046
"2476",0.05
"2477",0.049
"2478",0.055
"2479",0.049
"2480",0.046
"2481",0.045
"2482",0.046
"2483",0.051
"2484",0.053
"2485",0.05
"2486",0.041
"2487",0.042
"2488",0.049
"2489",0.042
"2490",0.044
"2491",0.049
"2492",0.032
"2493",0.043
"2494",0.041
"2495",0.033
"2496",0.036
"2497",0.036
"2498",0.038
"2499",0.047
"2500",0.034
"2501",0.038
"2502",0.047
"2503",0.046
"2504",0.046
"2505",0.05
"2506",0.036
"2507",0.033
"2508",0.043
"2509",0.042
"2510",0.036
"2511",0.039
"2512",0.038
"2513",0.035
"2514",0.045
"2515",0.035
"2516",0.041
"2517",0.035
"2518",0.027
"2519",0.041
"2520",0.034
"2521",0.04
"2522",0.036
"2523",0.051
"2524",0.031
"2525",0.041
"2526",0.043
"2527",0.042
"2528",0.039
"2529",0.043
"2530",0.027
"2531",0.03
"2532",0.028
"2533",0.025
"2534",0.032
"2535",0.032
"2536",0.031
"2537",0.031
"2538",0.042
"2539",0.029
"2540",0.029
"2541",0.043
"2542",0.039
"2543",0.039
"2544",0.046
"2545",0.029
"2546",0.028
"2547",0.037
"2548",0.04
"2549",0.036
"2550",0.038
"2551",0.034
"2552",0.03
"2553",0.025
"2554",0.031
"2555",0.026
"2556",0.038
"2557",0.031
"2558",0.029
"2559",0.043
"2560",0.04
"2561",0.029
"2562",0.031
"2563",0.043
"2564",0.028
"2565",0.028
"2566",0.036
"2567",0.026
"2568",0.024
"2569",0.051
"2570",0.034
"2571",0.037
"2572",0.032
"2573",0.024
"2574",0.035
"2575",0.031
"2576",0.031
"2577",0.031
"2578",0.039
"2579",0.028
"2580",0.031
"2581",0.024
"2582",0.029
"2583",0.021
"2584",0.043
"2585",0.032
"2586",0.029
"2587",0.05
"2588",0.021
"2589",0.027
"2590",0.047
"2591",0.025
"2592",0.021
"2593",0.029
"2594",0.042
"2595",0.03
"2596",0.047
"2597",0.034
"2598",0.023
"2599",0.039
"2600",0.04
"2601",0.028
"2602",0.032
"2603",0.033
"2604",0.034
"2605",0.034
"2606",0.038
"2607",0.025
"2608",0.035
"2609",0.051
"2610",0.041
"2611",0.041
"2612",0.037
"2613",0.044
"2614",0.054
"2615",0.033
"2616",0.031
"2617",0.036
"2618",0.033
"2619",0.046
"2620",0.039
"2621",0.028
"2622",0.043
"2623",0.034
"2624",0.037
"2625",0.044
"2626",0.039
"2627",0.043
"2628",0.024
"2629",0.027
"2630",0.055
"2631",0.029
"2632",0.027
"2633",0.037
"2634",0.041
"2635",0.046
"2636",0.053
"2637",0.04
"2638",0.028
"2639",0.018
"2640",0.032
"2641",0.031
"2642",0.047
"2643",0.045
"2644",0.034
"2645",0.041
"2646",0.044
"2647",0.045
"2648",0.039
"2649",0.036
"2650",0.034
"2651",0.038
"2652",0.035
"2653",0.035
"2654",0.036
"2655",0.038
"2656",0.034
"2657",0.039
"2658",0.043
"2659",0.039
"2660",0.035
"2661",0.044
"2662",0.045
"2663",0.042
"2664",0.047
"2665",0.039
"2666",0.036
"2667",0.039
"2668",0.034
"2669",0.045
"2670",0.033
"2671",0.036
"2672",0.04
"2673",0.033
"2674",0.038
"2675",0.038
"2676",0.039
"2677",0.034
"2678",0.033
"2679",0.046
"2680",0.041
"2681",0.036
"2682",0.039
"2683",0.053
"2684",0.052
"2685",0.055
"2686",0.054
"2687",0.055
"2688",0.037
"2689",0.04
"2690",0.04
"2691",0.04
"2692",0.034
"2693",0.034
"2694",0.051
"2695",0.053
"2696",0.052
"2697",0.056
"2698",0.035
"2699",0.046
"2700",0.054
"2701",0.054
"2702",0.053
"2703",0.06
"2704",0.035
"2705",0.041
"2706",0.039
"2707",0.052
"2708",0.055
"2709",0.037
"2710",0.053
"2711",0.053
"2712",0.048
"2713",0.035
"2714",0.035
"2715",0.036
"2716",0.048
"2717",0.048
"2718",0.057
"2719",0.054
"2720",0.054
"2721",0.036
"2722",0.046
"2723",0.045
"2724",0.048
"2725",0.05
"2726",0.046
"2727",0.04
"2728",0.045
"2729",0.043
"2730",0.042
"2731",0.042
"2732",0.041
"2733",0.047
"2734",0.047
"2735",0.049
"2736",0.063
"2737",0.043
"2738",0.048
"2739",0.053
"2740",0.053
"2741",0.052
"2742",0.06
"2743",0.043
"2744",0.045
"2745",0.044
"2746",0.046
"2747",0.061
"2748",0.038
"2749",0.047
"2750",0.044
"2751",0.046
"2752",0.041
"2753",0.047
"2754",0.045
"2755",0.046
"2756",0.042
"2757",0.066
"2758",0.055
"2759",0.049
"2760",0.045
"2761",0.051
"2762",0.052
"2763",0.05
"2764",0.055
"2765",0.058
"2766",0.052
"2767",0.053
"2768",0.053
"2769",0.055
"2770",0.054
"2771",0.054
"2772",0.05
"2773",0.052
"2774",0.053
"2775",0.055
"2776",0.07
"2777",0.053
"2778",0.058
"2779",0.062
"2780",0.067
"2781",0.066
"2782",0.071
"2783",0.05
"2784",0.055
"2785",0.056
"2786",0.054
"2787",0.052
"2788",0.047
"2789",0.06
"2790",0.063
"2791",0.058
"2792",0.051
"2793",0.053
"2794",0.058
"2795",0.051
"2796",0.05
"2797",0.064
"2798",0.061
"2799",0.057
"2800",0.057
"2801",0.07
"2802",0.066
"2803",0.064
"2804",0.061
"2805",0.061
"2806",0.066
"2807",0.064
"2808",0.068
"2809",0.067
"2810",0.064
"2811",0.063
"2812",0.064
"2813",0.066
"2814",0.067
"2815",0.068
"2816",0.074
"2817",0.065
"2818",0.071
"2819",0.06
"2820",0.081
"2821",0.068
"2822",0.08
"2823",0.061
"2824",0.065
"2825",0.063
"2826",0.071
"2827",0.058
"2828",0.058
"2829",0.07
"2830",0.074
"2831",0.066
"2832",0.066
"2833",0.067
"2834",0.068
"2835",0.06
"2836",0.055
"2837",0.057
"2838",0.069
"2839",0.069
"2840",0.073
"2841",0.059
"2842",0.055
"2843",0.055
"2844",0.048
"2845",0.058
"2846",0.052
"2847",0.069
"2848",0.066
"2849",0.061
"2850",0.061
"2851",0.068
"2852",0.073
"2853",0.072
"2854",0.074
"2855",0.046
"2856",0.066
"2857",0.08
"2858",0.054
"2859",0.057
"2860",0.051
"2861",0.057
"2862",0.061
"2863",0.057
"2864",0.061
"2865",0.062
"2866",0.047
"2867",0.059
"2868",0.063
"2869",0.067
"2870",0.052
"2871",0.071
"2872",0.065
"2873",0.071
"2874",0.061
"2875",0.044
"2876",0.049
"2877",0.062
"2878",0.067
"2879",0.059
"2880",0.056
"2881",0.057
"2882",0.051
"2883",0.055
"2884",0.055
"2885",0.054
"2886",0.056
"2887",0.055
"2888",0.054
"2889",0.058
"2890",0.063
"2891",0.063
"2892",0.062
"2893",0.049
"2894",0.061
"2895",0.062
"2896",0.045
"2897",0.049
"2898",0.049
"2899",0.057
"2900",0.056
"2901",0.054
"2902",0.056
"2903",0.054
"2904",0.045
"2905",0.054
"2906",0.058
"2907",0.06
"2908",0.054
"2909",0.054
"2910",0.058
"2911",0.061
"2912",0.05
"2913",0.044
"2914",0.04
"2915",0.053
"2916",0.059
"2917",0.048
"2918",0.057
"2919",0.059
"2920",0.059
"2921",0.059
"2922",0.059
"2923",0.028
"2924",0.052
"2925",0.038
"2926",0.037
"2927",0.053
"2928",0.041
"2929",0.064
"2930",0.062
"2931",0.063
"2932",0.05
"2933",0.05
"2934",0.061
"2935",0.057
"2936",0.059
"2937",0.059
"2938",0.055
"2939",0.042
"2940",0.049
"2941",0.031
"2942",0.058
"2943",0.054
"2944",0.034
"2945",0.054
"2946",0.054
"2947",0.027
"2948",0.054
"2949",0.037
"2950",0.056
"2951",0.047
"2952",0.054
"2953",0.055
"2954",0.05
"2955",0.064
"2956",0.043
"2957",0.031
"2958",0.048
"2959",0.038
"2960",0.036
"2961",0.027
"2962",0.031
"2963",0.025
"2964",0.024
"2965",0.024
"2966",0.021
"2967",0.039
"2968",0.043
"2969",0.039
"2970",0.049
"2971",0.028
"2972",0.039
"2973",0.048
"2974",0.053
"2975",0.051
"2976",0.053
"2977",0.022
"2978",0.024
"2979",0.026
"2980",0.042
"2981",0.039
"2982",0.022
"2983",0.039
"2984",0.039
"2985",0.029
"2986",0.029
"2987",0.026
"2988",0.041
"2989",0.031
"2990",0.044
"2991",0.038
"2992",0.034
"2993",0.055
"2994",0.043
"2995",0.051
"2996",0.051
"2997",0.045
"2998",0.033
"2999",0.027
"3000",0.033
"3001",0.031
"3002",0.024
"3003",0.027
"3004",0.035
"3005",0.039
"3006",0.036
"3007",0.053
"3008",0.025
"3009",0.032
"3010",0.053
"3011",0.052
"3012",0.051
"3013",0.055
"3014",0.035
"3015",0.027
"3016",0.033
"3017",0.037
"3018",0.048
"3019",0.026
"3020",0.039
"3021",0.037
"3022",0.04
"3023",0.025
"3024",0.031
"3025",0.033
"3026",0.03
"3027",0.051
"3028",0.052
"3029",0.032
"3030",0.053
"3031",0.042
"3032",0.038
"3033",0.046
"3034",0.04
"3035",0.032
"3036",0.035
"3037",0.038
"3038",0.035
"3039",0.031
"3040",0.032
"3041",0.046
"3042",0.048
"3043",0.046
"3044",0.047
"3045",0.033
"3046",0.04
"3047",0.046
"3048",0.048
"3049",0.045
"3050",0.052
"3051",0.036
"3052",0.037
"3053",0.026
"3054",0.046
"3055",0.038
"3056",0.026
"3057",0.046
"3058",0.045
"3059",0.026
"3060",0.033
"3061",0.026
"3062",0.043
"3063",0.038
"3064",0.048
"3065",0.044
"3066",0.04
"3067",0.048
"3068",0.038
"3069",0.035
"3070",0.043
"3071",0.049
"3072",0.039
"3073",0.041
"3074",0.048
"3075",0.036
"3076",0.035
"3077",0.032
"3078",0.03
"3079",0.055
"3080",0.059
"3081",0.054
"3082",0.048
"3083",0.033
"3084",0.051
"3085",0.044
"3086",0.05
"3087",0.046
"3088",0.051
"3089",0.034
"3090",0.036
"3091",0.034
"3092",0.045
"3093",0.025
"3094",0.028
"3095",0.055
"3096",0.054
"3097",0.044
"3098",0.029
"3099",0.04
"3100",0.033
"3101",0.051
"3102",0.043
"3103",0.035
"3104",0.051
"3105",0.033
"3106",0.047
"3107",0.048
"3108",0.044
"3109",0.038
"3110",0.051
"3111",0.026
"3112",0.04
"3113",0.041
"3114",0.051
"3115",0.044
"3116",0.024
"3117",0.05
"3118",0.043
"3119",0.048
"3120",0.046
"3121",0.038
"3122",0.062
"3123",0.044
"3124",0.046
"3125",0.043
"3126",0.05
"3127",0.043
"3128",0.035
"3129",0.036
"3130",0.05
"3131",0.02
"3132",0.029
"3133",0.045
"3134",0.046
"3135",0.037
"3136",0.034
"3137",0.038
"3138",0.031
"3139",0.052
"3140",0.038
"3141",0.038
"3142",0.037
"3143",0.045
"3144",0.043
"3145",0.047
"3146",0.041
"3147",0.038
"3148",0.042
"3149",0.041
"3150",0.04
"3151",0.042
"3152",0.049
"3153",0.051
"3154",0.05
"3155",0.051
"3156",0.051
"3157",0.049
"3158",0.049
"3159",0.053
"3160",0.039
"3161",0.056
"3162",0.059
"3163",0.037
"3164",0.047
"3165",0.041
"3166",0.05
"3167",0.046
"3168",0.053
"3169",0.051
"3170",0.028
"3171",0.037
"3172",0.051
"3173",0.06
"3174",0.04
"3175",0.051
"3176",0.055
"3177",0.049
"3178",0.049
"3179",0.05
"3180",0.035
"3181",0.034
"3182",0.053
"3183",0.058
"3184",0.045
"3185",0.042
"3186",0.038
"3187",0.043
"3188",0.035
"3189",0.044
"3190",0.036
"3191",0.049
"3192",0.046
"3193",0.045
"3194",0.042
"3195",0.043
"3196",0.056
"3197",0.054
"3198",0.058
"3199",0.027
"3200",0.04
"3201",0.06
"3202",0.034
"3203",0.034
"3204",0.031
"3205",0.039
"3206",0.04
"3207",0.041
"3208",0.048
"3209",0.044
"3210",0.032
"3211",0.04
"3212",0.047
"3213",0.052
"3214",0.041
"3215",0.037
"3216",0.044
"3217",0.046
"3218",0.052
"3219",0.048
"3220",0.031
"3221",0.028
"3222",0.047
"3223",0.05
"3224",0.044
"3225",0.026
"3226",0.037
"3227",0.025
"3228",0.027
"3229",0.025
"3230",0.032
"3231",0.034
"3232",0.032
"3233",0.027
"3234",0.034
"3235",0.03
"3236",0.033
"3237",0.031
"3238",0.038
"3239",0.029
"3240",0.033
"3241",0.028
"3242",0.043
"3243",0.035
"3244",0.041
"3245",0.03
"3246",0.029
"3247",0.035
"3248",0.034
"3249",0.019
"3250",0.027
"3251",0.029
"3252",0.025
"3253",0.028
"3254",0.031
"3255",0.038
"3256",0.031
"3257",0.028
"3258",0.025
"3259",0.027
"3260",0.03
"3261",0.032
"3262",0.05
"3263",0.043
"3264",0.038
"3265",0.045
"3266",0.035
"3267",0.038
"3268",0.028
"3269",0.042
"3270",0.028
"3271",0.025
"3272",0.031
"3273",0.036
"3274",0.043
"3275",0.043
"3276",0.043
"3277",0.05
"3278",0.04
"3279",0.047
"3280",0.037
"3281",0.043
"3282",0.051
"3283",0.055
"3284",0.027
"3285",0.023
"3286",0.031
"3287",0.035
"3288",0.022
"3289",0.027
"3290",0.03
"3291",0.02
"3292",0.023
"3293",0.041
"3294",0.035
"3295",0.042
"3296",0.033
"3297",0.039
"3298",0.035
"3299",0.025
"3300",0.036
"3301",0.052
"3302",0.052
"3303",0.052
"3304",0.054
"3305",0.056
"3306",0.054
"3307",0.046
"3308",0.052
"3309",0.058
"3310",0.056
"3311",0.052
"3312",0.051
"3313",0.051
"3314",0.052
"3315",0.056
"3316",0.053
"3317",0.056
